0.1336578797,0.2896005779,0.2817733521,0.456920236,0.0973828873,0.1621624989,0.0263957095,0.2407803747,0.1821608914,0.1203834106,0.1577101289,0.0375367998,0.0315677777,1.9870310632
0.1403421177,0.3164641128,0.2534972172,0.4013215222,0.1021466016,0.1630524886,0.0324845091,0.2381663256,0.1732411294,0.1379917189,0.1536033459,0.0193262356,0.0325796853,1.9217365073
0.149906044,0.2971357992,0.3021801949,0.4286243899,0.0752361168,0.2047129189,0.0500135414,0.3883289215,0.1976865832,0.1247129823,0.1586626606,0.057995626,0.0490810745,2.2591132014
0.1380237718,0.2291792822,0.2193800429,0.3510517726,0.0854411722,0.134949524,0.0415385315,0.2117181987,0.1412456206,0.0910953674,0.124569842,0.0459116554,0.0301010779,1.6207327209
0.1574194792,0.4121991887,0.3339052645,0.5078858373,0.0899576391,0.2083089198,0.0298015153,0.2434676685,0.2152492492,0.1413130291,0.1830768991,0.0412161097,0.0384818789,2.3549124168
0.1327155266,0.3003844826,0.2605669714,0.4567723511,0.0832815715,0.1433093799,0.0287691687,0.2516329261,0.195525158,0.1634635763,0.1693541556,0.0401085339,0.0398378477,2.0497112274
0.1396778439,0.390398299,0.3405088188,0.4496452998,0.0805507832,0.2174715477,0.027006508,0.2489284995,0.2072895505,0.1450156252,0.176714731,0.0569822848,0.0318057688,2.2917565553
0.1376705761,0.3352141583,0.2919882056,0.4455176044,0.0928859723,0.2053124437,0.0501994413,0.2574926533,0.1840027567,0.1222328269,0.1578404402,0.0643190045,0.0388968584,2.1529932855
0.1424353975,0.3576036899,0.2576427167,0.3828191285,0.1005850858,0.1493688202,0.0276385399,0.2464408595,0.1861785993,0.1260257197,0.1654284617,0.033649324,0.0275941443,1.960421531
0.1562999254,0.3402379906,0.4091835358,0.5389978538,0.0958522825,0.2402047907,0.0489879993,0.2852050816,0.2167267223,0.1447642651,0.1819966016,0.061959929,0.0409904111,2.5092630991
0.1542688562,0.2992017886,0.337418255,0.4499592639,0.0897506772,0.2151771349,0.034664815,0.2876283956,0.2028301598,0.1278761339,0.1756486128,0.0410468663,0.0345305757,2.2059979281
0.1499521904,0.2795427943,0.3369819204,0.5006975109,0.070920362,0.2068898303,0.0323010903,0.274798036,0.221117983,0.1202229928,0.1814824146,0.0434301506,0.0364874977,2.2339546699
0.1601787634,0.3350547378,0.300893133,0.4691970821,0.0510934306,0.2196533342,0.0311266026,0.2483392561,0.2223713649,0.1733913419,0.1783677946,0.0666179029,0.0408084974,2.285840066
0.1406449057,0.2647343083,0.244728825,0.471002407,0.0660021005,0.1761245352,0.0539551331,0.3272791267,0.2001348063,0.128153207,0.1632673826,0.034401188,0.0485206792,2.1123255903
0.1519107688,0.3290308004,0.2798434035,0.4152381855,0.065723598,0.1916139476,0.0517916002,0.2603993386,0.1879756195,0.1314346018,0.1618986027,0.0396675715,0.0380072345,2.086930992
0.144192891,0.34526293,0.2991227518,0.5395424057,0.1116147267,0.1561780926,0.0424685635,0.3110298946,0.2103423292,0.1555738935,0.1768019123,0.058085636,0.0426181396,2.3369978125
0.1507620012,0.2811402164,0.2891002635,0.4175180864,0.0898908744,0.2263728497,0.0520101793,0.2728037887,0.1667766014,0.109350547,0.1455311235,0.0330349965,0.0355831725,2.0292514548
0.1463759926,0.2539377111,0.3058131008,0.4487832672,0.0732697218,0.1724771384,0.0401237937,0.2849378069,0.2114405615,0.1245336416,0.1745248511,0.0586378188,0.0308365632,2.1060867819
0.1524934677,0.2632044358,0.34773468,0.5057075873,0.1141082928,0.2229575214,0.0432407287,0.3383973289,0.2358288297,0.1450513532,0.2001207891,0.0567141496,0.0399881483,2.3989036805
0.1524012907,0.4382375037,0.3823547733,0.5478004435,0.0673686273,0.2562265955,0.0326849822,0.2886086419,0.2483074994,0.1679261792,0.2033660944,0.0669010371,0.0382347645,2.6706813029
0.1418007552,0.2986031872,0.2557009503,0.4135778216,0.0760660084,0.1697478471,0.0325757156,0.2366505219,0.1799774361,0.1373013746,0.1518670685,0.0428776807,0.0352768957,1.9541552069
0.1570491958,0.3696227532,0.3342955362,0.491593604,0.0877358141,0.2166291611,0.0502796484,0.2846896667,0.2211986511,0.1771741446,0.1937094345,0.0428383664,0.0354910441,2.4174930996
0.1585364876,0.3241145404,0.2671420393,0.3931413049,0.0762593227,0.1835849584,0.0434566678,0.2637733655,0.1791296157,0.1398232471,0.1538024671,0.0501288152,0.0365113008,2.0346323842
0.1463946305,0.2710684254,0.2729463835,0.4557198908,0.0698736317,0.1528435501,0.0303753545,0.2433067685,0.1804693022,0.1394383887,0.1510891419,0.0509260229,0.0360697682,1.9842727647
0.1433350209,0.2778602821,0.3071225758,0.458923675,0.0825063152,0.178089281,0.0404553403,0.2648713036,0.1837407681,0.0949220521,0.1548831154,0.0528272411,0.0318506478,2.0455280734
0.146668424,0.39124436,0.3352128211,0.4846038686,0.0773014884,0.2113008509,0.0488793204,0.2725443191,0.2155891472,0.1404713912,0.1800556645,0.056131819,0.0454895871,2.3815218296
0.1583300042,0.3200764989,0.3455438267,0.5578354044,0.0718131495,0.2157392808,0.0392316191,0.2770465129,0.2324105456,0.1672062303,0.1912149145,0.0553437373,0.0483584552,2.4500055524
0.1440304517,0.2867876479,0.2622847866,0.3930346511,0.0617900866,0.1761926324,0.04029762,0.2396011458,0.1829033667,0.1163470735,0.1560528807,0.0464761758,0.0315683813,1.9315440973
